,GEBRUIK,TT,UF,BT,RT,CBS English,NT,Historische notitie,Scope notitie
toerisme,999,recreatie en cultuur,vreemdelingenverkeer,recreatie en cultuur,reisbranche,tourism,"zakelijk toerisme, vakanties van Nederlanders, toeristengebieden, toeristen, toerismerekeningen, toerismebeleid, reisgezelschap, logiesvormen, logiesaccommodaties, bestedingen toeristen, accommodatiegebruik",999,999
toerismebeleid,999,recreatie en cultuur,999,toerisme,999,tourism policy,999,999,999
toerismegebieden,toeristengebieden,999,999,999,999,999,999,999,999
toerismerekeningen,999,recreatie en cultuur,999,toerisme,nationale rekeningen,tourism accounts,999,999,999
toeristen,999,recreatie en cultuur,999,toerisme,999,tourists,"vaste gast, passanten, gasten, buitenlandse gasten, bezoekers",999,999
toeristenbelasting,999,overheid en politiek,999,gemeentebelastingen,999,tourist tax,999,999,999
toeristengebieden,999,recreatie en cultuur,toerismegebieden,"toerisme, regionale indelingen",999,tourist areas,999,999,999
toeristische bestedingen,bestedingen toeristen,999,999,999,999,999,999,999,999
toeristische vakantie,vakanties van Nederlanders,999,999,999,999,999,999,999,999
toeslagen,999,inkomen en vermogen,999,inkomensbestanddelen,Toeslagenwet,supplements,"zorgtoeslag, kindregelingen, huurtoeslag",999,999
Toeslagenwet,999,arbeid en sociale zekerheid,TW,sociale verzekeringen,toeslagen,Supplementary Benefits Act (TW),999,999,999
toetsen,examens,999,999,999,999,999,999,999,999
toneel,999,recreatie en cultuur,999,podiumkunsten,999,drama,999,999,999
top 100 bedrijven,grote bedrijven,999,999,999,999,999,999,999,999
topinkomens,hoge inkomens,999,999,999,999,999,999,999,999
topsectoren,999,bedrijven,999,bedrijfstak,999,top sectors,999,999,999
topverdieners,hoge inkomens,999,999,999,999,999,999,999,999
tot bewoning bestemd gebouw,woongebouw,999,999,999,999,999,999,999,999
totaal vruchtbaarheidscijfer,tfr,999,999,999,999,999,999,999,999
Total Fertility Rate,tfr,999,999,999,999,999,999,999,999
totale vruchtbaarheidscijfer,tfr,999,999,999,999,999,999,999,999
touringcarbedrijven,999,verkeer en vervoer,999,personenvervoerbedrijven,autobussen,tourist coach companies,999,999,999
traiteurs,afhaalwinkels,999,999,999,999,999,999,999,999
tram,999,verkeer en vervoer,999,railvoertuigen,999,tram,999,999,999
trampvaart,999,verkeer en vervoer,999,vervoer over water,999,tramp shipping,999,999,999
transactie,999,veiligheid en recht,schikking,afdoening door het Openbaar Ministerie,999,transaction,politietransactie,999,999
transactieprijzen,999,bouwen en wonen,999,huizenprijzen,999,transaction prices,999,999,999
transferium,999,verkeer en vervoer,999,vervoerslocaties,999,transferium,999,999,999
transformatie,herbestemmen,999,999,999,999,999,999,999,999
transitoverkeer,999,verkeer en vervoer,999,goederenstromen,999,transit traffic,999,999,999
transport,goederenvervoerbedrijven,999,999,999,999,999,999,999,999
transportbedrijven,goederenvervoerbedrijven,999,999,999,999,999,999,999,999
transporteurs,goederenvervoerbedrijven,999,999,999,999,999,999,999,999
transportsector,goederenvervoerbedrijven,999,999,999,999,999,999,999,999
trein,999,verkeer en vervoer,treinmaterieel,railvoertuigen,999,train,999,999,999
treinmaterieel,trein,999,999,999,999,999,999,999,999
treinvervoer,spoorvervoer,999,999,999,999,999,999,999,999
trekkers,999,verkeer en vervoer,999,bedrijfsvoertuigen,999,tractors,999,999,999
Trends in Nederland,999,CBS corporate termen,"Statistisch zakboek, Statistisch jaarboek",publicaties,999,Trends in the Netherlands,999,999,999
Trends in the Caribbean Netherlands,999,CBS corporate termen,999,publicaties,999,Trends in the Caribbean Netherlands,999,999,999
trombosedienst,999,zorg en gezondheid,999,zorgondersteuning,999,thrombosis service,999,999,999
tropische producten,999,prijzen,999,wereldmarktprijzen,999,tropical products,palmolie,999,999
trouwdag,999,bevolking,999,huwelijken,999,wedding day,999,999,999
trouwen,huwelijken,999,999,999,999,999,999,999,999
trucks,vrachtauto's,999,999,999,999,999,999,999,999
Tsjechië,999,geografie,999,"Midden- en Oost-Europa, Europese Unie, Europa",999,Czech Republic,999,999,999
tuinbouw,999,landbouw en visserij,999,landbouw,999,horticulture,"opengrondteelt, groenteteelt, glastuinbouw, fruitteelt, boomkwekerij, bloementeelt",999,999
Tunesië,999,geografie,999,Afrika,999,Tunesia,999,999,999
turf,999,industrie en energie,999,vaste brandstoffen,999,peat,999,999,999
Turkije,999,geografie,999,Azië,999,Turkey,999,999,999
tussenwoning,999,bouwen en wonen,999,woningtype,999,terraced house,999,999,999
tv,televisie,999,999,999,999,999,999,999,999
tv kijken,999,recreatie en cultuur,"tv-kijken, televisiekijken, televisie kijken",mediagebruik,999,watch TV ,999,999,999
tv-kijken,tv kijken,999,999,999,999,999,999,999,999
TW,Toeslagenwet,999,999,999,999,999,999,999,999
twee onder een kap,2 onder 1  kap,999,999,999,999,999,999,999,999
tweede fase,999,onderwijs,studiehuis,bovenbouw,profielen,second phase ,999,999,999
tweede generatie allochtonen,999,bevolking,tweedegeneratieallochtonen,migratieachtergrond,999,second generation immigrants,999,999,999
Tweede Kamer,999,overheid en politiek,999,Staten-Generaal,999,Lower House of Parliament,999,999,999
tweede kamer verkiezingen,999,overheid en politiek,999,verkiezingen,999, Dutch general elections,999,999,999
tweede woning,999,bouwen en wonen,999,koopwoningen,recreatiewoning,second home,999,999,999
tweede-fase-opleiding,vervolgopleiding hbo,999,999,999,999,999,999,999,999
tweedegeneratieallochtonen,tweede generatie allochtonen,999,999,999,999,999,999,999,999
tweeoudergezin,999,bevolking,999,gezinnen,999,two-parent family,999,999,999
tweeverdieners,999,inkomen en vermogen,tweeverdienershuishoudens,huishoudinkomen,999,two-income households,999,999,999
tweeverdienershuishoudens,tweeverdieners,999,999,999,999,999,999,999,999
twenty foot equivalent unit,999,verkeer en vervoer,TEU,containers,999,twenty foot equivalent unit,999,999,999
twintigers,999,bevolking,999,jongeren,999,people in their twenties,999,999,999
twitter,999,recreatie en cultuur,999,sociale media,999,Twitter,999,999,999
type bloemen,bloemsoorten,999,999,999,999,999,999,999,999
type onderwijs,opleiding,999,999,999,999,999,999,999,999
type verhuizingen,999,bevolking,999,verhuizingen,999,move within the Netherlands,"intraprovinciale verhuizing, intergemeentelijke verhuizing, binnengemeentelijke verhuizing",999,999
udc,urban data centers,999,999,999,999,999,999,999,999
uitbesteding,outsourcing,999,999,999,999,999,999,999,999
uitgave van aandelen,aandelen,999,999,999,999,999,999,999,999
uitgaven,bestedingen,999,999,999,999,999,999,999,999
uitgaven aan zorg,999,zorg en gezondheid,"zorguitgaven, zorgkosten, ziektekosten",zorgfinanciering,999,spending on care,999,999,999
uitgaven per diploma,999,onderwijs,999,onderwijsuitgaven,999,spending on education per graduating student ,999,999,999
uitgaven voor vakantie,vakantie-uitgaven,999,999,999,999,999,999,999,999
uitgenodigde vluchtelingen,999,bevolking,999,vluchtelingen,999,invited refugees,999,999,999
uitgeprocedeerde asielzoekers,999,bevolking,999,asielzoekers,verwijdering asielzoeker,rejected asylum seekers,999,999,999
uitgesproken faillissementen,faillissementen,999,999,999,999,999,999,999,999
uitgeverij,afdeling verkoop,999,999,999,999,999,999,999,999
uitgeverijen,999,diensten,999,media,999,publishers,999,999,999
uithuisgaan,999,bevolking,verlaten ouderlijk huis,gezinnen,999,leave the parental home,999,999,999
uitkering,sociale uitkeringen,999,999,999,999,999,999,999,999
uitkeringen,sociale uitkeringen,999,999,999,999,999,999,999,999
uitkeringen wettelijke sociale verzekeringen in geld,999,arbeid en sociale zekerheid,999,sociale verzekeringen,999,social assistance benefits in cash,999,999,999
uitkeringen wettelijke sociale verzekeringen in natura,999,arbeid en sociale zekerheid,verstrekkingen,sociale verzekeringen,999,social assistance benefits in kind,999,999,999
uitkeringsafhankelijk,uitkeringsinkomens,999,999,999,999,999,999,999,999
uitkeringsafhankelijkheid,uitkeringsinkomens,999,999,999,999,999,999,999,999
uitkeringsfraude,999,arbeid en sociale zekerheid,999,sociale uitkeringen,999,social benefit fraud,999,999,999
uitkeringsgerechtigden,999,arbeid en sociale zekerheid,999,sociale uitkeringen,999,benefit recipients,999,999,999
uitkeringsinkomens,999,inkomen en vermogen,"uitkeringsafhankelijkheid, uitkeringsafhankelijk",inkomensbronnen,sociale uitkeringen,income from social benefits,999,999,999
uitleningen,999,recreatie en cultuur,999,openbare bibliotheken,999,library loans,999,999,999
uitlevering,999,veiligheid en recht,999,rechtsbescherming,999,extradition,overlevering,999,999
uitruktijd,opkomsttijd,999,999,999,999,999,999,999,999
uitsluitingen,999,arbeid en sociale zekerheid,999,arbeidsmarkt,999,lock-outs,999,999,999
uitspraak,999,veiligheid en recht,"vonnis, uitspraken",gerechtelijke procedure,999,verdict,"vrijspraak, verstekvonnis, schuldigverklaring, ontslag van alle rechtsvervolging",999,999
uitspraken,uitspraak,999,999,999,999,999,999,999,999
uitstapjes,dagtochten,999,999,999,999,999,999,999,999
uitstrijkje,bevolkingsonderzoek baarmoederhalskanker,999,999,999,999,999,999,999,999
uitstroom,999,onderwijs,onderwijsresultaten,onderwijsloopbaan,"studievoortgang, opleidingsniveau",outflow,"voortijdige schoolverlaters, afgestudeerden",999,999
uittreding,pensionering,999,999,999,999,999,999,999,999
uitvoer,999,internationale handel,export,"in-, uit en doorvoer",999,export,"wederuitvoer, land van bestemming, exporteur",999,999
uitvoer van diensten,999,internationale handel,"dienstenuitvoer, dienstenexport",internationale handel in diensten,999,export of services,uitvoerwaarde diensten,999,999
uitvoer van goederen,999,internationale handel,"goederenuitvoer, goederenexport",internationale handel in goederen,999,export of goods,uitvoerwaarde goederen,999,999
uitvoerend werk,999,arbeid en sociale zekerheid,999,functie,999,executive position,999,999,999
Uitvoeringsinstituut Werknemersverzekeringen,999,arbeid en sociale zekerheid,"UWV, LISV, Landelijk Instituut Sociale Verzekeringen",sector wettelijke sociale verzekeringsinstellingen,999,Institute for Implementation of Employees’ Insurances (UWV),999,999,999
uitvoerwaarde diensten,999,internationale handel,999,uitvoer van diensten,999,export value of services,999,999,999
uitvoerwaarde goederen,999,internationale handel,999,uitvoer van goederen,999,export value of goods,999,999,999
uitzendbranche,999,diensten,uitzendbureau,zakelijke diensten,999,employment agencies,999,999,999
uitzendbureau,uitzendbranche,999,999,999,999,999,999,999,999
uitzendkrachten,999,arbeid en sociale zekerheid,999,flexwerkers,999,temporary contract workers,999,999,999
uitzenduren,999,arbeid en sociale zekerheid,999,gewerkte uren,999,temporary contract hours,999,999,999
uitzetting,999,veiligheid en recht,999,verwijdering asielzoeker,999,deportation,999,999,999
UN,VN,999,999,999,999,999,999,999,999
UN-nummers,ADR,999,999,999,999,999,999,999,999
unimodale terminals,999,verkeer en vervoer,999,terminals,999,unimodal terminals,999,999,999
United Nations,VN,999,999,999,999,999,999,999,999
universitair geschoolden,hoger opgeleiden,999,999,999,999,999,999,999,999
universitair onderwijs,universiteit,999,999,999,999,999,999,999,999
universitaire medische centra,academische ziekenhuizen,999,999,999,999,999,999,999,999
universiteit,999,onderwijs,universitair onderwijs,"wetenschappelijk onderwijs, onderwijsinstellingen",999,university,technische universiteit,999,999
urban data center,urban data centers,999,999,999,999,999,999,999,999
urban data centers,999,CBS corporate termen,"urban data centres, urban data centre, urban data center, udc, research data centers",samenwerkingspartners,regionale data centra,urban data centers,999,999,999
urban data centre,urban data centers,999,999,999,999,999,999,999,999
urban data centres,urban data centers,999,999,999,999,999,999,999,999
urbanisatie,verstedelijking,999,999,999,999,999,999,999,999
utiliteitsbouw,999,bouwen en wonen,"kantoren, bedrijfsgebouwen",bouw,999,utility construction,"leegstand, herbestemmen",999,999
Utrecht,999,overheid en politiek,999,Nederland,999,Utrecht,"Veenendaal, Utrecht",999,Provincie
uurlonen,999,arbeid en sociale zekerheid,999,lonen,999,hourly wages,999,999,999
UWV,Uitvoeringsinstituut Werknemersverzekeringen,999,999,999,999,999,999,999,999
UWV Werkbedrijf,999,arbeid en sociale zekerheid,"CWI, Centrum Werk en Inkomen",sociale zekerheidsinstellingen,999,UWV Werkbedrijf,999,999,999
vaargeul,999,verkeer en vervoer,999,vaarwegennet,999,waterway,999,999,999
vaartuigen,999,verkeer en vervoer,schepen,vervoermiddelen,999,vessels,"veerboten, sleepboten, pleziervaartuigen, koopvaardijvloot, ferry, brutotonnage, binnenvloot",999,999
vaarweg,vaarwegennet,999,999,999,999,999,999,999,999
vaarwegen,vaarwegennet,999,999,999,999,999,999,999,999
vaarwegennet,999,verkeer en vervoer,"vaarwegen, vaarweg, maritieme vaarweg",infrastructuur,999,waterway network,"vaargeul, bevaarbaarheid",999,999
vaatplanten,999,natuur en milieu,hogere planten,flora,999,vascular plants,999,999,999
vacature,vacatures,999,999,999,999,999,999,999,999
vacature-indicatoren,999,arbeid en sociale zekerheid,999,vacatures,999,vacancy indicators,999,999,999
vacaturegraad,999,arbeid en sociale zekerheid,999,vacatures,999,vacancy rate,999,999,999
vacatures,999,arbeid en sociale zekerheid,vacature,werkgelegenheid,999,job vacancies,"vacaturegraad, vacature-indicatoren",999,999
vaccinaties,999,zorg en gezondheid,inenting,preventieve zorg,999,vaccinations,griepvaccinatie,999,999
vaders,999,bevolking,999,ouders,999,fathers,tienervaders,999,999
vaderschapsverlof,kraamverlof,999,999,999,999,999,999,999,999
vakantie,vakanties van Nederlanders,999,999,999,999,999,999,999,999
vakantie accommodaties,logiesaccommodaties,999,999,999,999,999,999,999,999
vakantie in eigen land,999,recreatie en cultuur,binnenlands toerisme,vakantieland,999,domestic holiday,999,999,999
vakantie-appartementen,999,recreatie en cultuur,999,logiesvormen,999,holiday apartments,999,999,999
vakantie-uitgaven,999,recreatie en cultuur,uitgaven voor vakantie,vakanties van Nederlanders,999,holiday spending,999,999,999
vakantiebestemming,999,recreatie en cultuur,vakantiebestemmingen,vakantiekenmerken,999,holiday destination,vakantieland,999,999
vakantiebestemmingen,vakantiebestemming,999,999,999,999,999,999,999,999
vakantiebungalow,recreatiewoning,999,999,999,999,999,999,999,999
vakantiedagen,999,arbeid en sociale zekerheid,"verlof, vakantieverlof",arbeidsvoorwaarden,999,days leave,999,999,999
vakantieduur,999,recreatie en cultuur,999,vakantiekenmerken,999,holiday duration,"lange vakanties, korte vakanties",999,999
vakantiegangers,999,recreatie en cultuur,999,vakanties van Nederlanders,999,holidaymakers,999,999,999
vakantiehuisje,recreatiewoning,999,999,999,999,999,999,999,999
vakantiekenmerken,999,recreatie en cultuur,999,vakanties van Nederlanders,999,holiday characteristics,"vakantieduur, vakantiebestemming, niet-georganiseerde reis, georganiseerde reis",999,999
vakantieland,999,recreatie en cultuur,999,vakantiebestemming,999,holiday country,vakantie in eigen land,999,999
vakantiemotieven,999,recreatie en cultuur,999,vakanties van Nederlanders,999,tourist motives,"winterzonvakanties, wintersportvakanties",999,999
vakantieparticipatie,999,recreatie en cultuur,"deelname vakanties, deelname vakantie, deelname aan vakanties",vakanties van Nederlanders,999,holiday participation,999,999,999
